,ID,title,task,objective,projectObjective,domain,module,evaluation,description,objectiveDescription,formula,unit,id,domains,BENCHMARK_GROUP_ID,BENCHMARK_GROUP_NAME,BENCHMARK_GROUP_DESCRIPTION,BENCHMARK_ID,BENCHMARK_NAME,BENCHMARK_DESCRIPTION,BENCHMARK_FIELD_ID,BENCHMARK_FIELD_NAME,BENCHMARK_AGG,TEST_ID,TEST_NAME,TEST_DESCRIPTION,TEST_FIELD_ID,TEST_FIELD_NAME,TEST_AGG,SCENARIO_ID,SCENARIO_NAME,SCENARIO_DESCRIPTION,SCENARIO_FIELD_ID,SCENARIO_FIELD_NAME
44,KPI-SS-030,Significance of human revisions,Task 4.3,Social-technical decision quality,O3,Power Grid,['Human machine interaction module'],semi-automated evaluation,"This KPI represents human operators’ subjective assessment of necessary revisions for the AI-generated solutions by the human operator, self-reported by the operator with Likert-scale questions. ","This KPI contributes to evaluating Social-technical decision quality of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Significance of human revisions”.  ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1–5 or 1–7). ,Ordinal data response on a Likert scale (or potentially a similar response on an interval scale) ,20,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,3b1aff0c-5c94-445c-a106-c94ab1f780ca,Social-technical decision quality,"This KPI contributes to evaluating Social-technical decision quality of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Significance of human revisions”.  ",bbacedca-d4da-4c9b-afba-590bc1d9919e,Benchmark score (SUM of test scores),SUM,KPI-SS-030,KPI-SS-030: Significance of human revisions (Power Grid),"This KPI represents human operators’ subjective assessment of necessary revisions for the AI-generated solutions by the human operator, self-reported by the operator with Likert-scale questions. ",9cebac58-fad8-4e5a-9601-3a68500934b9,Test score (SUM of scenario scores),SUM,888b006a-ebd0-40cc-b342-da5bdedc7482,"Scenario 1 - This KPI represents human operators’ subjective assessment of necessary revisions for the AI-generated solutions by the human operator, self-reported by the operator with Likert-scale questions. ","This KPI contributes to evaluating Social-technical decision quality of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Significance of human revisions”.  ",f4cf26c6-3557-48a8-830b-523d6c65f396,Scenario score (raw values)
45,KPI-SS-030,Significance of human revisions,Task 4.3,Social-technical decision quality,O3,ATM,['Human machine interaction module'],semi-automated evaluation,"This KPI represents human operators’ subjective assessment of necessary revisions for the AI-generated solutions by the human operator, self-reported by the operator with Likert-scale questions. ","This KPI contributes to evaluating Social-technical decision quality of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Significance of human revisions”.  ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1–5 or 1–7). ,Ordinal data response on a Likert scale (or potentially a similar response on an interval scale) ,20,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,3b1aff0c-5c94-445c-a106-c94ab1f780ca,Social-technical decision quality,"This KPI contributes to evaluating Social-technical decision quality of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Significance of human revisions”.  ",bbacedca-d4da-4c9b-afba-590bc1d9919e,Benchmark score (SUM of test scores),SUM,KPI-SS-030,KPI-SS-030: Significance of human revisions (ATM),"This KPI represents human operators’ subjective assessment of necessary revisions for the AI-generated solutions by the human operator, self-reported by the operator with Likert-scale questions. ",9cebac58-fad8-4e5a-9601-3a68500934b9,Test score (SUM of scenario scores),SUM,96ddbfb8-58c9-420f-824d-3651f58a0c09,"Scenario 1 - This KPI represents human operators’ subjective assessment of necessary revisions for the AI-generated solutions by the human operator, self-reported by the operator with Likert-scale questions. ","This KPI contributes to evaluating Social-technical decision quality of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Significance of human revisions”.  ",c2e7c70d-e18e-4b1a-9278-2d31cb7d045a,Scenario score (raw values)
46,KPI-SS-031,Situation awareness,Task 4.3,Human user experience,O3,Railway,['(non applicable)'],special evaluation setup,"“Situation Awareness is the perception of the elements in the environment within a volume of time and space, the comprehension of their meaning, and the projection of their status in the near future” (Endsley, 1988). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1-5) ,Lickert-Scale or similar ,21,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,f0e50d4a-905b-4749-a875-bed72d49a5d7,Human user experience,"This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",d927554a-1ac3-4a25-9b12-28d5530847be,Benchmark score (SUM of test scores),SUM,KPI-SS-031,KPI-SS-031: Situation awareness (Railway),"“Situation Awareness is the perception of the elements in the environment within a volume of time and space, the comprehension of their meaning, and the projection of their status in the near future” (Endsley, 1988). ",b8151684-4268-4ef0-a27a-6ca345bb4f37,Test score (SUM of scenario scores),SUM,b7143ac1-68d8-4843-a8df-1673a7a957a2,"Scenario 1 - “Situation Awareness is the perception of the elements in the environment within a volume of time and space, the comprehension of their meaning, and the projection of their status in the near future” (Endsley, 1988). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",4d93aa4a-15a5-4ecd-8b46-bce230454853,Scenario score (raw values)
47,KPI-SS-031,Situation awareness,Task 4.3,Human user experience,O3,Power Grid,['(non applicable)'],special evaluation setup,"“Situation Awareness is the perception of the elements in the environment within a volume of time and space, the comprehension of their meaning, and the projection of their status in the near future” (Endsley, 1988). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1-5) ,Lickert-Scale or similar ,21,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,f0e50d4a-905b-4749-a875-bed72d49a5d7,Human user experience,"This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",d927554a-1ac3-4a25-9b12-28d5530847be,Benchmark score (SUM of test scores),SUM,KPI-SS-031,KPI-SS-031: Situation awareness (Power Grid),"“Situation Awareness is the perception of the elements in the environment within a volume of time and space, the comprehension of their meaning, and the projection of their status in the near future” (Endsley, 1988). ",b8151684-4268-4ef0-a27a-6ca345bb4f37,Test score (SUM of scenario scores),SUM,45bea49e-cfbc-4561-aa1f-d1c2783a5589,"Scenario 1 - “Situation Awareness is the perception of the elements in the environment within a volume of time and space, the comprehension of their meaning, and the projection of their status in the near future” (Endsley, 1988). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",10a19e4a-b47c-4660-87f0-8a2bb09d1bd9,Scenario score (raw values)
48,KPI-SS-031,Situation awareness,Task 4.3,Human user experience,O3,ATM,['(non applicable)'],special evaluation setup,"“Situation Awareness is the perception of the elements in the environment within a volume of time and space, the comprehension of their meaning, and the projection of their status in the near future” (Endsley, 1988). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1-5) ,Lickert-Scale or similar ,21,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,f0e50d4a-905b-4749-a875-bed72d49a5d7,Human user experience,"This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",d927554a-1ac3-4a25-9b12-28d5530847be,Benchmark score (SUM of test scores),SUM,KPI-SS-031,KPI-SS-031: Situation awareness (ATM),"“Situation Awareness is the perception of the elements in the environment within a volume of time and space, the comprehension of their meaning, and the projection of their status in the near future” (Endsley, 1988). ",b8151684-4268-4ef0-a27a-6ca345bb4f37,Test score (SUM of scenario scores),SUM,6235ada3-1ff8-4d6f-9dad-2d5baa83bbcd,"Scenario 1 - “Situation Awareness is the perception of the elements in the environment within a volume of time and space, the comprehension of their meaning, and the projection of their status in the near future” (Endsley, 1988). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",1e32fb42-399b-4c0d-8e0a-74b8067f43e8,Scenario score (raw values)
49,KPI-SS-032,System efficiency,Task 4.1,Effectiveness,O2,ATM,"['Human machine interaction module', 'Digital environment']",semi-automated evaluation,System efficiency measures the efficiency of the system in delivering trustworthy solutions requiring less effort and time to deliver an appropriate response by the operator.  ,"The System efficiency KPI aims to evaluate the effectiveness of the AI solution in real operational conditions, considering not just its raw response time but also the quality and usability of its assistance. This includes how the AI presents its advice, its ease of use, the accuracy of its recommendations, and how well it integrates with existing data and workflows. 
The evaluation will measure the AI-human collaboration, focusing on: 
- Response efficiency: The time taken for the AI to generate advice and for the human operator to act on it. 
- Advice clarity & usability: How well structured, coherent, and understandable the AI’s suggestions are. 
- Data integration quality: How seamlessly the AI incorporates relevant information into its recommendations. 
- Human correction factor: Whether and how often the operator needs to correct or refine the AI’s output. 
- Decision-making speed: The overall reduction in response time achieved through AI-assisted operation. 
By considering these factors, the tests aim to assess how well the AI minimizes human intervention while maximizing efficiency, accuracy, and usability in decision-making. 
This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. ",Number of tests where time it takes the human to compute a solution is greater than time it takes for the AI to compute a solution and the human operator to accept the solution ,Percentage (%) ,22,['ATM'],0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,575728ac-628b-416e-a98e-34ef7858169a,Effectiveness,"The System efficiency KPI aims to evaluate the effectiveness of the AI solution in real operational conditions, considering not just its raw response time but also the quality and usability of its assistance. This includes how the AI presents its advice, its ease of use, the accuracy of its recommendations, and how well it integrates with existing data and workflows. 
The evaluation will measure the AI-human collaboration, focusing on: 
- Response efficiency: The time taken for the AI to generate advice and for the human operator to act on it. 
- Advice clarity & usability: How well structured, coherent, and understandable the AI’s suggestions are. 
- Data integration quality: How seamlessly the AI incorporates relevant information into its recommendations. 
- Human correction factor: Whether and how often the operator needs to correct or refine the AI’s output. 
- Decision-making speed: The overall reduction in response time achieved through AI-assisted operation. 
By considering these factors, the tests aim to assess how well the AI minimizes human intervention while maximizing efficiency, accuracy, and usability in decision-making. 
This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. ",8c4641d6-bf1f-415f-b8cd-3c7145487741,Benchmark score (SUM of test scores),SUM,KPI-SS-032,KPI-SS-032: System efficiency (ATM),System efficiency measures the efficiency of the system in delivering trustworthy solutions requiring less effort and time to deliver an appropriate response by the operator.  ,4d052ec7-2c5f-43d3-98e6-f472434f5e35,Test score (SUM of scenario scores),SUM,3aaeffdc-56ff-4a38-b358-7d6c49111da4,Scenario 1 - System efficiency measures the efficiency of the system in delivering trustworthy solutions requiring less effort and time to deliver an appropriate response by the operator.  ,"The System efficiency KPI aims to evaluate the effectiveness of the AI solution in real operational conditions, considering not just its raw response time but also the quality and usability of its assistance. This includes how the AI presents its advice, its ease of use, the accuracy of its recommendations, and how well it integrates with existing data and workflows. 
The evaluation will measure the AI-human collaboration, focusing on: 
- Response efficiency: The time taken for the AI to generate advice and for the human operator to act on it. 
- Advice clarity & usability: How well structured, coherent, and understandable the AI’s suggestions are. 
- Data integration quality: How seamlessly the AI incorporates relevant information into its recommendations. 
- Human correction factor: Whether and how often the operator needs to correct or refine the AI’s output. 
- Decision-making speed: The overall reduction in response time achieved through AI-assisted operation. 
By considering these factors, the tests aim to assess how well the AI minimizes human intervention while maximizing efficiency, accuracy, and usability in decision-making. 
This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. ",0fca8065-8c52-4e44-96f8-333c6ab352ca,Scenario score (raw values)
50,KPI-TF-034,Topological action complexity,Task 4.1,Solution quality,O2,Power Grid,['Digital environment'],fully automated evaluation,Topological action complexity KPI quantifies the topological utilization of the grid and gives insights into how many topological actions are utilized: performing too complex or too many topology actions can indeed navigate the grid into topologies that are either unknown or hard to recover from for operators. ,"This KPI contributes to evaluating Solution quality of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. ","This KPI yields a vector with 6 values, that are calculated over all scenarios’ steps: 
- The minimum, maximum and average number of topological actions performed by the AI assistant per timestamp, 
- The minimum, maximum and average share of modified buses per timestamp. ","Vector of 6 values expressed as: 
- Number (first 3 values), 
- Percent (decimal number between 0% and 100%, last 3 values). ",23,['Power Grid'],0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,9344b9be-477f-48e5-ab4a-2726b1bb63ee,Solution quality,"This KPI contributes to evaluating Solution quality of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. ",ae7940c6-48e1-413a-a97e-b5eb6281e95b,Benchmark score (SUM of test scores),SUM,KPI-TF-034,KPI-TF-034: Topological action complexity (Power Grid),Topological action complexity KPI quantifies the topological utilization of the grid and gives insights into how many topological actions are utilized: performing too complex or too many topology actions can indeed navigate the grid into topologies that are either unknown or hard to recover from for operators. ,aecb9e43-a74d-4428-8e22-5def8785d852,Test score (SUM of scenario scores),SUM,62ab043e-b49e-4bc8-be82-9264dce095d7,Scenario 1 - Topological action complexity KPI quantifies the topological utilization of the grid and gives insights into how many topological actions are utilized: performing too complex or too many topology actions can indeed navigate the grid into topologies that are either unknown or hard to recover from for operators. ,"This KPI contributes to evaluating Solution quality of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. ",d54af6f3-445f-4a98-aabe-56882da7afe9,Scenario score (raw values)
51,KPI-TS-035,Total decision time,Task 4.1,Effectiveness,O2,Power Grid,"['Human machine interaction module', 'Digital environment']",semi-automated evaluation,"It is based on the overall time needed to decide, thus including the respective time taken by the AI assistant and human operator. This KPI can be detailed to specifically distinguish the time needed by the AI assistant to provide a recommendation. 
An assumption is that a Human Machine Interaction (HMI) module is available.  ","This KPI addresses the following objectives: 
1. Given an alert, how much time is left until the problem occurs? 
The longer the better since it gives more time to make a decision.   
2. Given an alert, how much time does the AI assistant take to come up with its recommendations to mitigate the issue? 
The shorter the better. 
3. Given the recommendations by the AI assistant, how much time does the human operator take to make a final decision? 
The shorter the better since it indicates that the recommendations are clear and convincing for the human operator. 
In case there is no interaction possible between the AI assistant and the human operator, this overall split is not possible. Then there is only one overall time needed to decide, starting from the alert and ending with the final decision by the human operator. 
This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. ",See KPI calculation methodology ,Time (minutes or seconds)  ,24,['Power Grid'],0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,575728ac-628b-416e-a98e-34ef7858169a,Effectiveness,"This KPI addresses the following objectives: 
1. Given an alert, how much time is left until the problem occurs? 
The longer the better since it gives more time to make a decision.   
2. Given an alert, how much time does the AI assistant take to come up with its recommendations to mitigate the issue? 
The shorter the better. 
3. Given the recommendations by the AI assistant, how much time does the human operator take to make a final decision? 
The shorter the better since it indicates that the recommendations are clear and convincing for the human operator. 
In case there is no interaction possible between the AI assistant and the human operator, this overall split is not possible. Then there is only one overall time needed to decide, starting from the alert and ending with the final decision by the human operator. 
This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. ",8c4641d6-bf1f-415f-b8cd-3c7145487741,Benchmark score (SUM of test scores),SUM,KPI-TS-035,KPI-TS-035: Total decision time (Power Grid),"It is based on the overall time needed to decide, thus including the respective time taken by the AI assistant and human operator. This KPI can be detailed to specifically distinguish the time needed by the AI assistant to provide a recommendation. 
An assumption is that a Human Machine Interaction (HMI) module is available.  ",b30a6639-dfc6-46ed-a9a9-12270785a0b7,Test score (SUM of scenario scores),SUM,d5813f31-914a-4fa0-8f5b-d3c16dcf313a,"Scenario 1 - It is based on the overall time needed to decide, thus including the respective time taken by the AI assistant and human operator. This KPI can be detailed to specifically distinguish the time needed by the AI assistant to provide a recommendation. 
An assumption is that a Human Machine Interaction (HMI) module is available.  ","This KPI addresses the following objectives: 
1. Given an alert, how much time is left until the problem occurs? 
The longer the better since it gives more time to make a decision.   
2. Given an alert, how much time does the AI assistant take to come up with its recommendations to mitigate the issue? 
The shorter the better. 
3. Given the recommendations by the AI assistant, how much time does the human operator take to make a final decision? 
The shorter the better since it indicates that the recommendations are clear and convincing for the human operator. 
In case there is no interaction possible between the AI assistant and the human operator, this overall split is not possible. Then there is only one overall time needed to decide, starting from the alert and ending with the final decision by the human operator. 
This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. ",0c638dea-4a34-499e-a47c-a537a36a698f,Scenario score (raw values)
52,KPI-OF-036,Operation score,Task 4.1,Solution quality,O2,Power Grid,['Digital environment'],fully automated evaluation,"The operation score KPI for operating a power grid includes the cost of a blackout, the cost of energy losses on the grid, and the cost of remedial actions. ","This KPI contributes to evaluating Solution quality of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. 

This KPI is linked with project’s Long Term Expected Impacts (LTEI): 
- (LTEI1)KPIS-1, 15%-20% reduction in renewable energy curtailment due to optimal exploration of network flexibility with AI (see “Sum of curtailed RES energy volumes”) 
- (LTEI1)KPIS-2, 20%-30% avoided electricity demand shedding (see “Sum of remaining energy to be supplied in case of blackout”) ","This KPI yields a vector with 8 values per episode: 
- Number topological actions performed by the AI assistant, 
- Number of redispatching actions (including but not limited to storage) performed by the AI assistant, 
- Sum of redispatched energy volumes, 
- Sum of balanced energy volumes, 
Note: this element is influenced by the actions implemented in the environment to compensate imbalances between loads and generations 
- Number of RES curtailment actions performed by the AI assistant, 
Such actions correspond to cases where the agent decreases generation from renewable energy sources (from what would be possible given the current weather) 
- Sum of curtailed RES energy volumes, 
- Sum of energy losses (estimated as difference between active power values of generations and loads), 
- Sum of remaining energy to be supplied in case of blackout. ","Vector of 8 values expressed as: 
- Number, 
- Number, 
- Energy in MWh, 
- Energy in MWh, 
- Number, 
- Energy in MWh, 
- Energy in MWh, 
- Energy in MWh. 
These values are expressed as raw values and will be possibly normalized during the evaluation to get fixed range values. ",25,['Power Grid'],0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,9344b9be-477f-48e5-ab4a-2726b1bb63ee,Solution quality,"This KPI contributes to evaluating Solution quality of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. 

This KPI is linked with project’s Long Term Expected Impacts (LTEI): 
- (LTEI1)KPIS-1, 15%-20% reduction in renewable energy curtailment due to optimal exploration of network flexibility with AI (see “Sum of curtailed RES energy volumes”) 
- (LTEI1)KPIS-2, 20%-30% avoided electricity demand shedding (see “Sum of remaining energy to be supplied in case of blackout”) ",ae7940c6-48e1-413a-a97e-b5eb6281e95b,Benchmark score (SUM of test scores),SUM,KPI-OF-036,KPI-OF-036: Operation score (Power Grid),"The operation score KPI for operating a power grid includes the cost of a blackout, the cost of energy losses on the grid, and the cost of remedial actions. ",18636916-aa47-4561-a212-2d34d35217ce,Test score (SUM of scenario scores),SUM,b1d2684b-db35-4a86-85bf-3a6776c5b7f9,"Scenario 1 - The operation score KPI for operating a power grid includes the cost of a blackout, the cost of energy losses on the grid, and the cost of remedial actions. ","This KPI contributes to evaluating Solution quality of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective. 

This KPI is linked with project’s Long Term Expected Impacts (LTEI): 
- (LTEI1)KPIS-1, 15%-20% reduction in renewable energy curtailment due to optimal exploration of network flexibility with AI (see “Sum of curtailed RES energy volumes”) 
- (LTEI1)KPIS-2, 20%-30% avoided electricity demand shedding (see “Sum of remaining energy to be supplied in case of blackout”) ",1798e034-43f5-4efe-82e3-3f43b8fa4f34,Scenario score (raw values)
53,KPI-TS-038,Trust in AI solutions score,Task 4.3,"AI acceptability, trust and trustworthiness",O2,Railway,['(non applicable)'],special evaluation setup,This KPI represents human operators’ self-reported trust (attitude) for individual AI-generated solutions measured with a questionnaire. ,"This KPI contributes to evaluating AI acceptability, trust and trustworthiness of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O2 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Trust in AI solutions score”.  ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1–5 or 1–7). ,Ordinal data response on a Likert scale (or potentially a similar response on an interval scale) ,26,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,3767d0c2-279b-4c59-92d9-5734312b22fb,"AI acceptability, trust and trustworthiness","This KPI contributes to evaluating AI acceptability, trust and trustworthiness of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O2 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Trust in AI solutions score”.  ",f16b1221-ed01-4e64-8d5c-7d673fc20829,Benchmark score (SUM of test scores),SUM,KPI-TS-038,KPI-TS-038: Trust in AI solutions score (Railway),This KPI represents human operators’ self-reported trust (attitude) for individual AI-generated solutions measured with a questionnaire. ,cfa02aac-3c2c-4ace-a35c-5956051fb5a3,Test score (SUM of scenario scores),SUM,8889ec79-ceaf-42a2-be43-4dc756fe7116,Scenario 1 - This KPI represents human operators’ self-reported trust (attitude) for individual AI-generated solutions measured with a questionnaire. ,"This KPI contributes to evaluating AI acceptability, trust and trustworthiness of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O2 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Trust in AI solutions score”.  ",1e25536f-37c0-47a0-8c6a-74cc54ebe7e9,Scenario score (raw values)
54,KPI-TS-038,Trust in AI solutions score,Task 4.3,"AI acceptability, trust and trustworthiness",O2,Power Grid,['(non applicable)'],special evaluation setup,This KPI represents human operators’ self-reported trust (attitude) for individual AI-generated solutions measured with a questionnaire. ,"This KPI contributes to evaluating AI acceptability, trust and trustworthiness of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O2 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Trust in AI solutions score”.  ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1–5 or 1–7). ,Ordinal data response on a Likert scale (or potentially a similar response on an interval scale) ,26,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,3767d0c2-279b-4c59-92d9-5734312b22fb,"AI acceptability, trust and trustworthiness","This KPI contributes to evaluating AI acceptability, trust and trustworthiness of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O2 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Trust in AI solutions score”.  ",f16b1221-ed01-4e64-8d5c-7d673fc20829,Benchmark score (SUM of test scores),SUM,KPI-TS-038,KPI-TS-038: Trust in AI solutions score (Power Grid),This KPI represents human operators’ self-reported trust (attitude) for individual AI-generated solutions measured with a questionnaire. ,cfa02aac-3c2c-4ace-a35c-5956051fb5a3,Test score (SUM of scenario scores),SUM,d72752de-c185-4d87-8854-dd0d89e2dece,Scenario 1 - This KPI represents human operators’ self-reported trust (attitude) for individual AI-generated solutions measured with a questionnaire. ,"This KPI contributes to evaluating AI acceptability, trust and trustworthiness of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O2 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Trust in AI solutions score”.  ",8ec10e45-3524-462f-b1cc-0bc183f81caa,Scenario score (raw values)
55,KPI-TS-038,Trust in AI solutions score,Task 4.3,"AI acceptability, trust and trustworthiness",O2,ATM,['(non applicable)'],special evaluation setup,This KPI represents human operators’ self-reported trust (attitude) for individual AI-generated solutions measured with a questionnaire. ,"This KPI contributes to evaluating AI acceptability, trust and trustworthiness of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O2 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Trust in AI solutions score”.  ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1–5 or 1–7). ,Ordinal data response on a Likert scale (or potentially a similar response on an interval scale) ,26,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a976,Beta Validation Campaign,The beta validation campaign runs until 30.11.2025,3767d0c2-279b-4c59-92d9-5734312b22fb,"AI acceptability, trust and trustworthiness","This KPI contributes to evaluating AI acceptability, trust and trustworthiness of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O2 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Trust in AI solutions score”.  ",f16b1221-ed01-4e64-8d5c-7d673fc20829,Benchmark score (SUM of test scores),SUM,KPI-TS-038,KPI-TS-038: Trust in AI solutions score (ATM),This KPI represents human operators’ self-reported trust (attitude) for individual AI-generated solutions measured with a questionnaire. ,cfa02aac-3c2c-4ace-a35c-5956051fb5a3,Test score (SUM of scenario scores),SUM,386fb6b7-32e2-4dc3-aa1a-d218eb8af9c9,Scenario 1 - This KPI represents human operators’ self-reported trust (attitude) for individual AI-generated solutions measured with a questionnaire. ,"This KPI contributes to evaluating AI acceptability, trust and trustworthiness of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O2 main project objective. 
It is also relevant to protocols and concepts defined in D1.1 such as “Trust in AI solutions score”.  ",d1c7b171-1ac2-43b2-b748-1bfbe7afbb88,Scenario score (raw values)
