ID,title,task,objective,projectObjective,domain,module,evaluation,description,objectiveDescription,formula,unit,id,domains,SUITE_ID,SUITE_NAME,SUITE_DESCRIPTION,BENCHMARK_ID,BENCHMARK_NAME,BENCHMARK_DESCRIPTION,BENCHMARK_FIELD_ID,BENCHMARK_FIELD_NAME,BENCHMARK_FIELD_DESCRIPTION,BENCHMARK_AGG,TEST_ID,TEST_NAME,TEST_DESCRIPTION,TEST_FIELD_ID,TEST_FIELD_NAME,TEST_FIELD_DESCRIPTION,TEST_AGG,SCENARIO_ID,SCENARIO_NAME,SCENARIO_DESCRIPTION,SCENARIO_FIELD_ID,SCENARIO_FIELD_NAME,SCENARIO_FIELD_DESCRIPTION
KPI-DF-016,Delay reduction efficiency,Task 4.1,Effectiveness,O2,Railway,['Digital environment'],fully automated evaluation,"The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ","This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",(Total delay duration before AI implementation - Total delay duration after AI implementation) / Total delay duration before AI implementation.,Percentage (%) reduction in total delay time. ,11,['Railway'],0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,3b1bdca6-ed90-4938-bd63-fd657aa7dcd7,Effectiveness,"This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",33c1f8a3-5764-44cc-988b-0f9a53b7f4a1,primary,Benchmark score (MEAN of test scores),NANMEAN,6ff3c588-357c-41a6-a45a-2bd946b158c8,KPI-DF-016: Delay reduction efficiency (Railway),"The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ",0c1be4b0-c30f-4e38-a698-3b141181ede6,primary,Test score (MEAN of scenario scores),MEAN,05eeb2ea-67fe-405e-b630-43f382dbf246,"Scenario 144 - The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ","This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",a59c9318-7b19-4bc0-a365-4f2b1213e9f6,delay_2,Secondary scenario score (raw values): delay submission
KPI-DF-016,Delay reduction efficiency,Task 4.1,Effectiveness,O2,Railway,['Digital environment'],fully automated evaluation,"The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ","This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",(Total delay duration before AI implementation - Total delay duration after AI implementation) / Total delay duration before AI implementation.,Percentage (%) reduction in total delay time. ,11,['Railway'],0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,3b1bdca6-ed90-4938-bd63-fd657aa7dcd7,Effectiveness,"This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",33c1f8a3-5764-44cc-988b-0f9a53b7f4a1,primary,Benchmark score (MEAN of test scores),NANMEAN,6ff3c588-357c-41a6-a45a-2bd946b158c8,KPI-DF-016: Delay reduction efficiency (Railway),"The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ",0c1be4b0-c30f-4e38-a698-3b141181ede6,primary,Test score (MEAN of scenario scores),MEAN,90071fa0-a560-4c6e-b2ff-fd59588fbdb7,"Scenario 147 - The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ","This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",c8341a11-6497-446b-b936-72ee5f9ed565,primary,Primary scenario score (raw values): delay_reduction_efficiency
KPI-DF-016,Delay reduction efficiency,Task 4.1,Effectiveness,O2,Railway,['Digital environment'],fully automated evaluation,"The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ","This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",(Total delay duration before AI implementation - Total delay duration after AI implementation) / Total delay duration before AI implementation.,Percentage (%) reduction in total delay time. ,11,['Railway'],0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,3b1bdca6-ed90-4938-bd63-fd657aa7dcd7,Effectiveness,"This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",33c1f8a3-5764-44cc-988b-0f9a53b7f4a1,primary,Benchmark score (MEAN of test scores),NANMEAN,6ff3c588-357c-41a6-a45a-2bd946b158c8,KPI-DF-016: Delay reduction efficiency (Railway),"The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ",0c1be4b0-c30f-4e38-a698-3b141181ede6,primary,Test score (MEAN of scenario scores),MEAN,90071fa0-a560-4c6e-b2ff-fd59588fbdb7,"Scenario 147 - The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ","This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",5e85cebc-b3b3-43a3-8d4b-ea31f641df9c,delay_1,Secondary scenario score (raw values): delay dla baseline
KPI-DF-016,Delay reduction efficiency,Task 4.1,Effectiveness,O2,Railway,['Digital environment'],fully automated evaluation,"The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ","This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",(Total delay duration before AI implementation - Total delay duration after AI implementation) / Total delay duration before AI implementation.,Percentage (%) reduction in total delay time. ,11,['Railway'],0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,3b1bdca6-ed90-4938-bd63-fd657aa7dcd7,Effectiveness,"This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",33c1f8a3-5764-44cc-988b-0f9a53b7f4a1,primary,Benchmark score (MEAN of test scores),NANMEAN,6ff3c588-357c-41a6-a45a-2bd946b158c8,KPI-DF-016: Delay reduction efficiency (Railway),"The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ",0c1be4b0-c30f-4e38-a698-3b141181ede6,primary,Test score (MEAN of scenario scores),MEAN,90071fa0-a560-4c6e-b2ff-fd59588fbdb7,"Scenario 147 - The Delay Reduction Efficiency KPI quantifies the effectiveness of the AI-driven re-scheduling system in reducing overall train delays. By comparing delays before and after AI intervention, this metric provides insight into the system's capability to optimize train schedules and minimize disruptions. ","This KPI contributes to evaluating Effectiveness of the AI-based assistant, as part of Task 4.1 evaluation objectives, and O2 main project objective:
- To assess the impact of AI-based re-scheduling on reducing delays in railway operations.
- To ensure that AI interventions lead to measurable improvements in punctuality.
- To provide a performance benchmark for AI-driven traffic management solutions in railway networks. ",1ff4be89-4b08-44a4-b52a-5860d59fc7a3,delay_2,Secondary scenario score (raw values): delay submission
KPI-HS-018,Human control/autonomy over the process,Task 4.3,AI-human task allocation balance,O3,Railway,['(non applicable)'],special evaluation setup,This KPI represents human operators’ perceived autonomy over the process when working with the AI assistant measured with a questionnaire. ,"This KPI contributes to evaluating AI-human task allocation balance of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective.
It is also relevant to protocols and concepts defined in D1.1 such as “Decision support for the human operator”, “Human Agency and Oversight”, “Human control/autonomy over the process”.  ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1–5 or 1–7). ,Ordinal data response on a Likert scale (or potentially a similar response on an interval scale) ,12,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,d65cd37a-4830-468c-9100-0f60ee9ff72e,AI-human task allocation balance,"This KPI contributes to evaluating AI-human task allocation balance of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective.
It is also relevant to protocols and concepts defined in D1.1 such as “Decision support for the human operator”, “Human Agency and Oversight”, “Human control/autonomy over the process”.  ",b779fc53-d7f5-4494-a977-8b371d2a0033,primary,Benchmark score (MEAN of test scores),NANMEAN,6a896809-dad8-4248-a2f3-d54373953fe6,KPI-HS-018: Human control/autonomy over the process (Railway),This KPI represents human operators’ perceived autonomy over the process when working with the AI assistant measured with a questionnaire. ,769e8da4-b056-486a-8abc-6da526fbd54b,primary,Test score (MEAN of scenario scores),MEAN,dddb0b01-6bab-408e-9b12-4d7ab8e3b542,Scenario 1 - This KPI represents human operators’ perceived autonomy over the process when working with the AI assistant measured with a questionnaire. ,"This KPI contributes to evaluating AI-human task allocation balance of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective.
It is also relevant to protocols and concepts defined in D1.1 such as “Decision support for the human operator”, “Human Agency and Oversight”, “Human control/autonomy over the process”.  ",c4772e39-0e9e-4bb9-8fe6-24a900847f27,primary,Scenario score (raw values)
KPI-HS-018,Human control/autonomy over the process,Task 4.3,AI-human task allocation balance,O3,Power Grid,['(non applicable)'],special evaluation setup,This KPI represents human operators’ perceived autonomy over the process when working with the AI assistant measured with a questionnaire. ,"This KPI contributes to evaluating AI-human task allocation balance of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective.
It is also relevant to protocols and concepts defined in D1.1 such as “Decision support for the human operator”, “Human Agency and Oversight”, “Human control/autonomy over the process”.  ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1–5 or 1–7). ,Ordinal data response on a Likert scale (or potentially a similar response on an interval scale) ,12,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,d65cd37a-4830-468c-9100-0f60ee9ff72e,AI-human task allocation balance,"This KPI contributes to evaluating AI-human task allocation balance of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective.
It is also relevant to protocols and concepts defined in D1.1 such as “Decision support for the human operator”, “Human Agency and Oversight”, “Human control/autonomy over the process”.  ",b779fc53-d7f5-4494-a977-8b371d2a0033,primary,Benchmark score (MEAN of test scores),NANMEAN,ed250353-1f97-413e-9971-de83937fe4d9,KPI-HS-018: Human control/autonomy over the process (Power Grid),This KPI represents human operators’ perceived autonomy over the process when working with the AI assistant measured with a questionnaire. ,bfdfa6cc-9491-4cd4-9aa3-99d0e9eea7bd,primary,Test score (MEAN of scenario scores),MEAN,edcf64a8-f1b8-48ec-ab6a-229d5abc1be4,Scenario 1 - This KPI represents human operators’ perceived autonomy over the process when working with the AI assistant measured with a questionnaire. ,"This KPI contributes to evaluating AI-human task allocation balance of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective.
It is also relevant to protocols and concepts defined in D1.1 such as “Decision support for the human operator”, “Human Agency and Oversight”, “Human control/autonomy over the process”.  ",e3b66c93-9e69-4ba7-a78f-b7fde9ad8138,primary,Scenario score (raw values)
KPI-HS-018,Human control/autonomy over the process,Task 4.3,AI-human task allocation balance,O3,ATM,['(non applicable)'],special evaluation setup,This KPI represents human operators’ perceived autonomy over the process when working with the AI assistant measured with a questionnaire. ,"This KPI contributes to evaluating AI-human task allocation balance of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective.
It is also relevant to protocols and concepts defined in D1.1 such as “Decision support for the human operator”, “Human Agency and Oversight”, “Human control/autonomy over the process”.  ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1–5 or 1–7). ,Ordinal data response on a Likert scale (or potentially a similar response on an interval scale) ,12,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,d65cd37a-4830-468c-9100-0f60ee9ff72e,AI-human task allocation balance,"This KPI contributes to evaluating AI-human task allocation balance of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective.
It is also relevant to protocols and concepts defined in D1.1 such as “Decision support for the human operator”, “Human Agency and Oversight”, “Human control/autonomy over the process”.  ",b779fc53-d7f5-4494-a977-8b371d2a0033,primary,Benchmark score (MEAN of test scores),NANMEAN,5be9d1d9-535a-4940-a29d-d32d087cb197,KPI-HS-018: Human control/autonomy over the process (ATM),This KPI represents human operators’ perceived autonomy over the process when working with the AI assistant measured with a questionnaire. ,127ea400-14bd-48aa-9da6-e932a802dcb3,primary,Test score (MEAN of scenario scores),MEAN,3324347e-e4cb-42a2-9f53-430421090075,Scenario 1 - This KPI represents human operators’ perceived autonomy over the process when working with the AI assistant measured with a questionnaire. ,"This KPI contributes to evaluating AI-human task allocation balance of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective.
It is also relevant to protocols and concepts defined in D1.1 such as “Decision support for the human operator”, “Human Agency and Oversight”, “Human control/autonomy over the process”.  ",32b83567-5e58-403c-b509-66a6a53d103c,primary,Scenario score (raw values)
KPI-HS-021,Human learning,Task 4.3,AI-human learning curves,O3,Railway,['(non applicable)'],special evaluation setup,"Human learning is a complex process that leads to lasting changes in humans, influencing their perceptions of the world and their interactions with it across physical, psychological, and social dimensions. It is fundamentally shaped by the ongoing, interactive relationship between the learner's characteristics and the learning content, all situated within the specific environmental context of time and place and the continuity over time. ","This KPI contributes to evaluating AI-human learning curves of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1-5) ,Lickert-Scale or similar ,13,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,65547935-f436-49fa-8d20-f320c6bd46dc,AI-human learning curves,"This KPI contributes to evaluating AI-human learning curves of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",932197b6-5a11-4208-84ce-1d0f43d4884e,primary,Benchmark score (MEAN of test scores),NANMEAN,c258c64f-1905-4d7f-93f0-d696c133978e,KPI-HS-021: Human learning (Railway),"Human learning is a complex process that leads to lasting changes in humans, influencing their perceptions of the world and their interactions with it across physical, psychological, and social dimensions. It is fundamentally shaped by the ongoing, interactive relationship between the learner's characteristics and the learning content, all situated within the specific environmental context of time and place and the continuity over time. ",d30fc4e1-2f3e-4b80-945a-f5150a91c3e4,primary,Test score (MEAN of scenario scores),MEAN,b4c9184c-c0d1-4a0c-bab1-9210bf8cb548,"Scenario 1 - Human learning is a complex process that leads to lasting changes in humans, influencing their perceptions of the world and their interactions with it across physical, psychological, and social dimensions. It is fundamentally shaped by the ongoing, interactive relationship between the learner's characteristics and the learning content, all situated within the specific environmental context of time and place and the continuity over time. ","This KPI contributes to evaluating AI-human learning curves of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",03584304-31ae-432a-8d0c-db51bff866e1,primary,Scenario score (raw values)
KPI-HS-021,Human learning,Task 4.3,AI-human learning curves,O3,Power Grid,['(non applicable)'],special evaluation setup,"Human learning is a complex process that leads to lasting changes in humans, influencing their perceptions of the world and their interactions with it across physical, psychological, and social dimensions. It is fundamentally shaped by the ongoing, interactive relationship between the learner's characteristics and the learning content, all situated within the specific environmental context of time and place and the continuity over time. ","This KPI contributes to evaluating AI-human learning curves of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1-5) ,Lickert-Scale or similar ,13,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,65547935-f436-49fa-8d20-f320c6bd46dc,AI-human learning curves,"This KPI contributes to evaluating AI-human learning curves of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",932197b6-5a11-4208-84ce-1d0f43d4884e,primary,Benchmark score (MEAN of test scores),NANMEAN,67f77d51-0893-4cbd-b349-b73bd2f73db2,KPI-HS-021: Human learning (Power Grid),"Human learning is a complex process that leads to lasting changes in humans, influencing their perceptions of the world and their interactions with it across physical, psychological, and social dimensions. It is fundamentally shaped by the ongoing, interactive relationship between the learner's characteristics and the learning content, all situated within the specific environmental context of time and place and the continuity over time. ",d2ac280c-7583-480a-99c5-7e51b9894f19,primary,Test score (MEAN of scenario scores),MEAN,6958bf4c-39ff-484f-b609-25500e9e314a,"Scenario 1 - Human learning is a complex process that leads to lasting changes in humans, influencing their perceptions of the world and their interactions with it across physical, psychological, and social dimensions. It is fundamentally shaped by the ongoing, interactive relationship between the learner's characteristics and the learning content, all situated within the specific environmental context of time and place and the continuity over time. ","This KPI contributes to evaluating AI-human learning curves of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",332feb56-b546-4a7f-bc08-1320c024ec59,primary,Scenario score (raw values)
KPI-HS-021,Human learning,Task 4.3,AI-human learning curves,O3,ATM,['(non applicable)'],special evaluation setup,"Human learning is a complex process that leads to lasting changes in humans, influencing their perceptions of the world and their interactions with it across physical, psychological, and social dimensions. It is fundamentally shaped by the ongoing, interactive relationship between the learner's characteristics and the learning content, all situated within the specific environmental context of time and place and the continuity over time. ","This KPI contributes to evaluating AI-human learning curves of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1-5) ,Lickert-Scale or similar ,13,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,65547935-f436-49fa-8d20-f320c6bd46dc,AI-human learning curves,"This KPI contributes to evaluating AI-human learning curves of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",932197b6-5a11-4208-84ce-1d0f43d4884e,primary,Benchmark score (MEAN of test scores),NANMEAN,15de95cc-0ad4-4b78-9984-9bdeac8503dd,KPI-HS-021: Human learning (ATM),"Human learning is a complex process that leads to lasting changes in humans, influencing their perceptions of the world and their interactions with it across physical, psychological, and social dimensions. It is fundamentally shaped by the ongoing, interactive relationship between the learner's characteristics and the learning content, all situated within the specific environmental context of time and place and the continuity over time. ",4ca83de7-7f8d-4eed-aee6-4751ed3a31bf,primary,Test score (MEAN of scenario scores),MEAN,dd069d03-4ff6-4c9a-b3a6-bf1f1471e640,"Scenario 1 - Human learning is a complex process that leads to lasting changes in humans, influencing their perceptions of the world and their interactions with it across physical, psychological, and social dimensions. It is fundamentally shaped by the ongoing, interactive relationship between the learner's characteristics and the learning content, all situated within the specific environmental context of time and place and the continuity over time. ","This KPI contributes to evaluating AI-human learning curves of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",13cb3739-9b00-45d8-a511-91d8df7a33c3,primary,Scenario score (raw values)
KPI-HS-022,Human motivation,Task 4.3,Human user experience,O3,Railway,['(non applicable)'],special evaluation setup,"“Intrinsic motivation is defined as doing an activity for its inherent satisfaction rather than for some separable consequence. When intrinsically motivated, a person is moved to act for the fun or challenge entailed rather than because of external products, pressures, or rewards” (Ryan & Deci, 2000, p. 56). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1-5) ,Lickert-Scale or similar ,14,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,3237ba20-ccff-45b0-af23-44719e584f41,Human user experience,"This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",6d165bd8-cc48-45d2-8b31-08c178ddeff9,primary,Benchmark score (MEAN of test scores),NANMEAN,05e91ee6-744b-47ea-85a0-005e26b578e0,KPI-HS-022: Human motivation (Railway),"“Intrinsic motivation is defined as doing an activity for its inherent satisfaction rather than for some separable consequence. When intrinsically motivated, a person is moved to act for the fun or challenge entailed rather than because of external products, pressures, or rewards” (Ryan & Deci, 2000, p. 56). ",e0522a11-2f30-4cd8-9e88-b3fc9e289dcc,primary,Test score (MEAN of scenario scores),MEAN,ab770463-5832-4edd-9ab2-178b7ee46b74,"Scenario 1 - “Intrinsic motivation is defined as doing an activity for its inherent satisfaction rather than for some separable consequence. When intrinsically motivated, a person is moved to act for the fun or challenge entailed rather than because of external products, pressures, or rewards” (Ryan & Deci, 2000, p. 56). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",7d92aff2-1975-4bde-aaaf-788c4e2500d7,primary,Scenario score (raw values)
KPI-HS-022,Human motivation,Task 4.3,Human user experience,O3,Power Grid,['(non applicable)'],special evaluation setup,"“Intrinsic motivation is defined as doing an activity for its inherent satisfaction rather than for some separable consequence. When intrinsically motivated, a person is moved to act for the fun or challenge entailed rather than because of external products, pressures, or rewards” (Ryan & Deci, 2000, p. 56). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1-5) ,Lickert-Scale or similar ,14,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,3237ba20-ccff-45b0-af23-44719e584f41,Human user experience,"This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",6d165bd8-cc48-45d2-8b31-08c178ddeff9,primary,Benchmark score (MEAN of test scores),NANMEAN,d1ba73c3-6796-44db-8d87-129558e3535d,KPI-HS-022: Human motivation (Power Grid),"“Intrinsic motivation is defined as doing an activity for its inherent satisfaction rather than for some separable consequence. When intrinsically motivated, a person is moved to act for the fun or challenge entailed rather than because of external products, pressures, or rewards” (Ryan & Deci, 2000, p. 56). ",78e3f5c5-32b8-4787-bf40-5623e573861b,primary,Test score (MEAN of scenario scores),MEAN,ee4e4f46-9bc1-4da8-94b5-371ffddfab7e,"Scenario 1 - “Intrinsic motivation is defined as doing an activity for its inherent satisfaction rather than for some separable consequence. When intrinsically motivated, a person is moved to act for the fun or challenge entailed rather than because of external products, pressures, or rewards” (Ryan & Deci, 2000, p. 56). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",a2d30aad-9211-415d-8900-6a899dc9dee2,primary,Scenario score (raw values)
KPI-HS-022,Human motivation,Task 4.3,Human user experience,O3,ATM,['(non applicable)'],special evaluation setup,"“Intrinsic motivation is defined as doing an activity for its inherent satisfaction rather than for some separable consequence. When intrinsically motivated, a person is moved to act for the fun or challenge entailed rather than because of external products, pressures, or rewards” (Ryan & Deci, 2000, p. 56). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",As operationalized by the questionnaire (normally Likert-scales with several items that are rated on a scale of e.g. 1-5) ,Lickert-Scale or similar ,14,"['Railway', 'Power Grid', 'ATM']",0ca46887-897a-463f-bf83-c6cd6269a977,First Validation Campaign,The first validation campaign runs until 31/03/2026.,3237ba20-ccff-45b0-af23-44719e584f41,Human user experience,"This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",6d165bd8-cc48-45d2-8b31-08c178ddeff9,primary,Benchmark score (MEAN of test scores),NANMEAN,ebd2a832-1c69-4d87-9de2-4a283e7c7f37,KPI-HS-022: Human motivation (ATM),"“Intrinsic motivation is defined as doing an activity for its inherent satisfaction rather than for some separable consequence. When intrinsically motivated, a person is moved to act for the fun or challenge entailed rather than because of external products, pressures, or rewards” (Ryan & Deci, 2000, p. 56). ",4cae7347-89b5-4c89-aed4-7d2c374b45d5,primary,Test score (MEAN of scenario scores),MEAN,4f81efc4-4c7d-4973-9fb6-1fccbe11fcd4,"Scenario 1 - “Intrinsic motivation is defined as doing an activity for its inherent satisfaction rather than for some separable consequence. When intrinsically motivated, a person is moved to act for the fun or challenge entailed rather than because of external products, pressures, or rewards” (Ryan & Deci, 2000, p. 56). ","This KPI contributes to evaluating Human-user experience of the AI-based assistant, as part of Task 4.3 evaluation objectives, and O3 main project objective. ",8d986c1d-3a36-4f03-81cd-790beaedd4ea,primary,Scenario score (raw values)
